vendor,quarter,month,day,day_of_week,hour,pickup,dropoff,duration,distance,passengers,payment_type,total
VeriFone,2,4,2017-04-07,Friday,8,68,231,888.0,3.22,1,Credit card,15.8
Creative Mobile,1,3,2017-03-12,Sunday,12,264,264,479.00000000000006,0.9,1,Cash,7.8
Creative Mobile,1,1,2017-01-26,Thursday,23,161,170,428.0,1.1,4,Credit card,9.35
Creative Mobile,4,12,2017-12-29,Friday,21,230,230,45.0,4.2,1,No charge,3.8
VeriFone,1,1,2017-01-23,Monday,14,162,238,1031.0,2.7,2,Credit card,16.56
VeriFone,1,1,2017-01-23,Monday,10,236,75,312.0,1.11,1,Cash,6.8
VeriFone,1,1,2017-01-17,Tuesday,15,170,237,524.0,1.7,5,Credit card,11.44
VeriFone,3,9,2017-09-12,Tuesday,18,236,229,724.0,1.67,1,Credit card,13.56
VeriFone,1,1,2017-01-08,Sunday,13,144,261,257.0,0.92,1,Cash,5.8
Creative Mobile,3,9,2017-09-23,Saturday,20,141,262,272.0,0.9,2,Credit card,8.16
Creative Mobile,2,6,2017-06-04,Sunday,18,166,142,726.0,2.5,1,Credit card,14.15
Creative Mobile,1,2,2017-02-24,Friday,19,262,229,580.0,2.4,2,Credit card,15.38
Creative Mobile,4,12,2017-12-07,Thursday,3,249,33,965.0000000000001,4.4,1,Credit card,20.75
Creative Mobile,3,8,2017-08-31,Thursday,10,238,238,301.0,0.7,1,Cash,5.8
VeriFone,1,2,2017-02-06,Monday,15,229,170,237.00000000000003,0.85,1,Credit card,5.8
Creative Mobile,2,5,2017-05-27,Saturday,2,256,217,301.0,0.9,2,Credit card,7.55
VeriFone,3,8,2017-08-08,Tuesday,11,75,186,2429.0,5.02,1,Cash,27.3
Creative Mobile,4,11,2017-11-06,Monday,14,142,164,1051.0,1.9,4,Credit card,15.35
Creative Mobile,1,3,2017-03-24,Friday,22,113,107,802.0,1.1,1,Credit card,13.5
VeriFone,1,3,2017-03-19,Sunday,17,237,186,903.0,2.61,1,Credit card,15.36
VeriFone,2,6,2017-06-04,Sunday,14,186,49,1819.0,5.85,5,Cash,24.3
VeriFone,3,7,2017-07-03,Monday,16,13,158,577.0,1.99,1,Credit card,12.96
VeriFone,1,3,2017-03-01,Wednesday,21,161,50,722.0,1.56,1,Credit card,12.88
Creative Mobile,1,1,2017-01-24,Tuesday,23,230,141,737.0,2.3,1,Cash,11.8
Creative Mobile,2,6,2017-06-24,Saturday,20,237,74,375.0,2.3,1,Credit card,12.25
Creative Mobile,3,9,2017-09-09,Saturday,10,229,132,2004.0000000000002,16.4,1,Credit card,76.11
VeriFone,1,3,2017-03-22,Wednesday,9,170,114,823.0,2.01,1,Credit card,13.56
VeriFone,1,2,2017-02-25,Saturday,19,113,48,1371.0,2.32,5,Cash,15.3
Creative Mobile,2,5,2017-05-31,Wednesday,22,161,193,661.0,3.0,1,Cash,12.8
Creative Mobile,1,1,2017-01-03,Tuesday,13,13,100,961.0000000000001,4.5,3,Cash,17.3
Creative Mobile,4,12,2017-12-01,Friday,20,239,261,1694.0,6.5,2,Credit card,30.8
Creative Mobile,3,8,2017-08-01,Tuesday,23,170,107,228.0,0.6,1,Credit card,6.67
VeriFone,3,9,2017-09-18,Monday,21,186,162,804.0,1.85,4,Credit card,14.75
Creative Mobile,2,4,2017-04-13,Thursday,10,100,239,1285.0,2.2,2,Cash,14.8
Creative Mobile,2,5,2017-05-06,Saturday,18,132,55,1852.0000000000002,17.3,1,Cash,48.3
Creative Mobile,3,7,2017-07-11,Tuesday,18,237,237,72.0,0.4,1,Cash,5.3
VeriFone,4,10,2017-10-13,Friday,21,262,263,160.0,0.49,1,Credit card,5.56
VeriFone,1,2,2017-02-01,Wednesday,12,170,107,332.0,0.83,1,Credit card,7.56
Creative Mobile,1,3,2017-03-23,Thursday,8,230,170,398.0,1.0,1,Credit card,8.5
Creative Mobile,2,4,2017-04-08,Saturday,21,170,90,537.0,1.4,1,Credit card,9.8
VeriFone,3,9,2017-09-18,Monday,10,107,148,690.0,1.69,2,Credit card,10.8
VeriFone,3,9,2017-09-07,Thursday,17,138,186,2564.0,8.86,1,Credit card,51.07
VeriFone,1,2,2017-02-12,Sunday,12,158,234,532.0,1.03,1,Credit card,8.8
Creative Mobile,4,11,2017-11-01,Wednesday,19,100,50,424.0,1.1,1,Credit card,9.68
Creative Mobile,1,3,2017-03-03,Friday,14,163,237,169.0,0.3,1,Credit card,5.75
VeriFone,2,5,2017-05-18,Thursday,23,234,249,462.00000000000006,1.47,1,Credit card,10.0
Creative Mobile,3,9,2017-09-24,Sunday,15,236,262,337.0,0.9,2,Credit card,8.75
Creative Mobile,1,3,2017-03-27,Monday,8,79,132,3075.0,17.5,2,Credit card,58.56
Creative Mobile,4,11,2017-11-13,Monday,7,68,186,335.0,0.6,1,Credit card,7.0
Creative Mobile,2,4,2017-04-18,Tuesday,19,164,107,1044.0,0.9,1,Credit card,15.95
VeriFone,4,10,2017-10-14,Saturday,17,249,186,331.0,1.0,1,Credit card,7.8
VeriFone,4,10,2017-10-17,Tuesday,21,144,234,789.0,2.35,2,Credit card,14.75
VeriFone,3,7,2017-07-03,Monday,21,161,142,550.0,1.53,1,Credit card,10.8
Creative Mobile,3,9,2017-09-24,Sunday,9,43,186,421.0,1.5,2,Credit card,9.75
Creative Mobile,2,6,2017-06-25,Sunday,15,238,236,542.0,1.6,4,Cash,9.3
VeriFone,4,11,2017-11-30,Thursday,9,132,162,3236.0,17.04,1,Credit card,64.56
VeriFone,3,7,2017-07-16,Sunday,13,231,263,1407.0,6.1,2,Cash,22.3
Creative Mobile,4,10,2017-10-10,Tuesday,8,170,50,865.0,1.9,1,Credit card,14.15
VeriFone,2,4,2017-04-20,Thursday,8,140,90,1693.0,4.07,1,Credit card,22.8
VeriFone,4,11,2017-11-12,Sunday,17,237,114,1237.0,3.99,2,Credit card,20.76
Creative Mobile,2,4,2017-04-28,Friday,7,263,238,788.0,1.6,1,Credit card,12.8
VeriFone,2,6,2017-06-11,Sunday,19,142,236,640.0,2.23,5,Cash,10.8
Creative Mobile,4,12,2017-12-17,Sunday,0,236,141,581.0,1.5,1,Cash,9.8
VeriFone,2,4,2017-04-09,Sunday,17,48,246,549.0,0.87,1,Cash,8.3
Creative Mobile,1,1,2017-01-14,Saturday,23,90,161,592.0,1.9,1,Credit card,12.25
VeriFone,2,4,2017-04-25,Tuesday,21,142,161,628.0,1.54,5,Cash,10.3
VeriFone,3,8,2017-08-08,Tuesday,18,234,79,528.0,1.0,5,Credit card,10.3
VeriFone,4,10,2017-10-30,Monday,19,211,230,917.0000000000001,2.74,1,Cash,13.8
VeriFone,2,4,2017-04-17,Monday,17,236,229,871.0,2.23,6,Cash,13.3
Creative Mobile,2,4,2017-04-07,Friday,10,141,229,792.0,1.2,1,Credit card,14.3
VeriFone,2,5,2017-05-05,Friday,7,237,236,245.00000000000003,0.79,1,Credit card,6.73
VeriFone,3,7,2017-07-30,Sunday,2,79,88,1044.0,3.68,1,Cash,16.3
VeriFone,2,6,2017-06-20,Tuesday,15,132,132,418.0,2.89,2,Cash,10.8
VeriFone,3,8,2017-08-10,Thursday,11,263,162,748.0,1.31,2,Cash,10.3
VeriFone,1,1,2017-01-18,Wednesday,10,142,230,322.0,0.94,1,Cash,6.8
VeriFone,1,2,2017-02-25,Saturday,20,186,90,431.0,0.86,1,Credit card,9.12
VeriFone,2,5,2017-05-06,Saturday,23,113,162,1107.0,2.88,2,Credit card,18.36
VeriFone,1,1,2017-01-13,Friday,22,93,93,46.0,0.66,2,Cash,5.3
VeriFone,2,6,2017-06-09,Friday,23,142,107,1306.0,2.88,2,Credit card,19.56
Creative Mobile,2,4,2017-04-25,Tuesday,17,239,238,408.0,1.1,1,Credit card,9.95
VeriFone,4,11,2017-11-06,Monday,8,237,143,790.0,1.5,1,Cash,10.3
VeriFone,4,10,2017-10-29,Sunday,0,141,79,991.0000000000001,3.09,5,Cash,14.3
VeriFone,1,2,2017-02-17,Friday,21,48,183,2242.0,15.72,1,Credit card,56.16
Creative Mobile,4,10,2017-10-16,Monday,17,161,114,899.0,2.5,1,Credit card,16.55
Creative Mobile,2,6,2017-06-02,Friday,6,125,158,163.0,0.5,2,Credit card,6.0
Creative Mobile,2,6,2017-06-26,Monday,15,132,95,1574.0,8.4,2,Cash,26.3
Creative Mobile,1,1,2017-01-25,Wednesday,20,24,142,493.00000000000006,2.0,1,Credit card,11.76
VeriFone,2,4,2017-04-14,Friday,12,186,230,697.0,0.95,2,Cash,9.3
VeriFone,4,10,2017-10-08,Sunday,16,138,142,2408.0,10.46,1,Credit card,47.56
Creative Mobile,3,7,2017-07-31,Monday,13,140,142,1040.0,2.0,1,Credit card,15.3
VeriFone,1,1,2017-01-21,Saturday,8,186,170,482.00000000000006,1.15,1,Credit card,10.14
VeriFone,2,6,2017-06-26,Monday,18,113,113,56.0,0.25,6,Credit card,5.52
Creative Mobile,4,11,2017-11-21,Tuesday,21,263,238,476.00000000000006,1.5,1,Credit card,10.55
Creative Mobile,4,12,2017-12-03,Sunday,0,68,229,961.0000000000001,3.0,1,Credit card,16.55
Creative Mobile,4,12,2017-12-14,Thursday,12,162,161,959.0000000000001,0.8,1,Credit card,13.55
VeriFone,2,5,2017-05-15,Monday,21,234,231,757.0,2.5,1,Credit card,14.76
VeriFone,1,3,2017-03-15,Wednesday,20,231,263,1306.0,8.71,5,Credit card,31.3
VeriFone,4,11,2017-11-01,Wednesday,14,161,163,896.0,1.16,1,Credit card,12.96
VeriFone,3,8,2017-08-24,Thursday,15,170,164,1495.0,0.99,1,Credit card,20.54
Creative Mobile,2,4,2017-04-25,Tuesday,13,238,263,931.0000000000001,2.0,1,Cash,12.3
VeriFone,3,7,2017-07-25,Tuesday,14,43,100,1203.0,3.21,1,Credit card,18.96
Creative Mobile,2,4,2017-04-01,Saturday,22,141,75,235.00000000000003,1.3,1,Credit card,7.8
VeriFone,3,8,2017-08-15,Tuesday,21,144,261,1184.0,4.12,1,Credit card,21.96
VeriFone,1,2,2017-02-17,Friday,15,226,48,1938.0000000000002,4.27,1,Credit card,58.34
VeriFone,3,8,2017-08-08,Tuesday,13,50,13,916.0000000000001,3.71,1,Cash,15.3
Creative Mobile,3,9,2017-09-16,Saturday,0,234,249,282.0,0.8,1,Credit card,8.16
Creative Mobile,2,5,2017-05-22,Monday,22,249,100,425.0,1.6,1,Credit card,10.8
VeriFone,3,8,2017-08-21,Monday,14,246,211,800.0,2.22,5,Cash,11.8
VeriFone,3,7,2017-07-03,Monday,23,238,143,266.0,0.85,6,Credit card,8.16
Creative Mobile,2,4,2017-04-24,Monday,5,74,66,910.0,10.3,1,Cash,29.8
VeriFone,4,10,2017-10-21,Saturday,15,142,132,3341.0,18.64,1,Cash,58.56
Creative Mobile,3,8,2017-08-07,Monday,16,48,170,882.0,1.2,1,Credit card,14.15
Creative Mobile,2,6,2017-06-14,Wednesday,14,140,229,1319.0,1.1,2,Credit card,14.3
VeriFone,2,4,2017-04-17,Monday,18,79,144,634.0,1.21,4,Credit card,12.36
VeriFone,1,1,2017-01-05,Thursday,21,142,230,185.0,0.54,2,Cash,5.3
VeriFone,3,7,2017-07-16,Sunday,19,132,4,3308.0,18.76,6,Credit card,54.8
VeriFone,3,9,2017-09-14,Thursday,17,163,186,626.0,1.38,2,Credit card,11.3
Creative Mobile,2,5,2017-05-19,Friday,18,151,238,260.0,0.6,1,Cash,6.8
Creative Mobile,1,2,2017-02-08,Wednesday,21,164,48,687.0,1.4,2,Credit card,11.3
VeriFone,1,3,2017-03-22,Wednesday,8,236,162,794.0,1.83,1,Cash,11.3
Creative Mobile,4,10,2017-10-11,Wednesday,14,107,79,436.0,1.3,1,Credit card,8.8
VeriFone,2,6,2017-06-10,Saturday,4,163,132,1656.0,17.53,5,Cash,52.8
VeriFone,3,8,2017-08-03,Thursday,18,162,229,312.0,0.7,1,Credit card,8.76
VeriFone,1,1,2017-01-21,Saturday,16,151,68,1208.0,4.86,3,Cash,19.3
VeriFone,4,11,2017-11-05,Sunday,4,265,265,1191.0,2.15,2,Cash,60.8
VeriFone,2,5,2017-05-08,Monday,23,138,141,1281.0,8.9,1,Credit card,34.56
Creative Mobile,3,8,2017-08-06,Sunday,17,234,249,387.0,0.9,1,Cash,7.3
VeriFone,4,12,2017-12-20,Wednesday,7,236,143,1086.0,2.94,1,Credit card,18.36
VeriFone,3,9,2017-09-10,Sunday,9,231,232,726.0,2.17,1,Cash,11.3
VeriFone,1,3,2017-03-13,Monday,11,236,140,1669.0,2.2,6,Credit card,21.96
Creative Mobile,4,10,2017-10-28,Saturday,1,249,133,1206.0,8.1,1,Cash,31.56
Creative Mobile,4,10,2017-10-25,Wednesday,19,234,50,1023.0000000000001,2.8,1,Credit card,17.75
VeriFone,3,7,2017-07-24,Monday,20,79,40,1081.0,3.94,2,Cash,16.8
VeriFone,4,10,2017-10-21,Saturday,16,24,166,221.0,0.84,5,Credit card,6.38
VeriFone,4,11,2017-11-06,Monday,21,263,116,936.0000000000001,3.7,2,Cash,15.3
Creative Mobile,1,3,2017-03-11,Saturday,20,79,79,343.0,0.6,1,Credit card,8.15
Creative Mobile,3,9,2017-09-13,Wednesday,20,161,164,240.00000000000003,0.5,1,Cash,5.8
Creative Mobile,3,8,2017-08-03,Thursday,17,230,142,358.0,0.7,1,Credit card,9.35
Creative Mobile,1,2,2017-02-02,Thursday,22,162,164,333.0,1.3,1,Credit card,8.97
Creative Mobile,4,11,2017-11-21,Tuesday,13,164,162,442.0,1.0,1,Credit card,8.75
Creative Mobile,1,1,2017-01-01,Sunday,1,170,158,733.0,2.1,3,Cash,11.3
VeriFone,2,4,2017-04-14,Friday,13,148,88,374.0,3.25,2,Cash,11.8
VeriFone,4,10,2017-10-22,Sunday,15,161,238,873.0,3.27,1,Credit card,16.56
VeriFone,2,5,2017-05-15,Monday,23,148,48,1252.0,4.73,5,Cash,18.8
VeriFone,4,12,2017-12-14,Thursday,16,48,100,369.0,0.42,1,Cash,7.3
VeriFone,4,10,2017-10-24,Tuesday,9,236,87,2092.0,8.28,1,Cash,31.3
Creative Mobile,3,9,2017-09-18,Monday,14,142,238,725.0,1.6,2,Credit card,12.35
Creative Mobile,2,6,2017-06-20,Tuesday,20,137,140,712.0,2.5,1,Credit card,13.57
VeriFone,2,4,2017-04-20,Thursday,8,186,161,1264.0,1.72,1,Credit card,17.88
VeriFone,4,12,2017-12-06,Wednesday,12,186,48,929.0000000000001,0.62,5,Cash,10.8
Creative Mobile,2,6,2017-06-13,Tuesday,7,74,138,665.0,5.2,1,Credit card,27.06
VeriFone,1,1,2017-01-09,Monday,16,170,137,1547.0,3.32,1,Credit card,21.3
Creative Mobile,2,4,2017-04-16,Sunday,14,24,244,897.0,4.1,2,Credit card,17.3
VeriFone,3,9,2017-09-14,Thursday,17,87,137,1632.0,4.13,2,Credit card,21.3
Creative Mobile,2,4,2017-04-30,Sunday,12,13,140,991.0000000000001,6.9,1,Credit card,26.75
Creative Mobile,3,7,2017-07-27,Thursday,8,164,230,459.00000000000006,1.0,1,Credit card,8.75
VeriFone,1,1,2017-01-19,Thursday,15,132,93,1712.0,10.44,5,Cash,32.3
Creative Mobile,1,2,2017-02-21,Tuesday,9,263,237,569.0,1.3,1,Cash,8.8
VeriFone,4,10,2017-10-08,Sunday,18,164,249,461.00000000000006,1.41,2,Cash,8.3
Creative Mobile,2,6,2017-06-02,Friday,9,68,246,591.0,0.9,1,Credit card,10.35
VeriFone,1,3,2017-03-27,Monday,7,100,230,482.00000000000006,0.61,1,Credit card,6.36
Creative Mobile,2,6,2017-06-29,Thursday,19,132,138,1848.0000000000002,11.4,1,Credit card,37.8
VeriFone,4,11,2017-11-28,Tuesday,11,100,230,658.0,0.71,1,Cash,8.8
VeriFone,2,4,2017-04-16,Sunday,9,75,263,154.0,1.06,1,Cash,5.8
Creative Mobile,4,12,2017-12-09,Saturday,21,107,48,1001.0000000000001,2.7,1,Credit card,16.55
VeriFone,3,9,2017-09-24,Sunday,11,249,48,654.0,2.11,1,Cash,10.3
VeriFone,3,8,2017-08-29,Tuesday,9,45,231,662.0,0.94,1,Cash,9.3
Creative Mobile,3,9,2017-09-27,Wednesday,12,249,125,806.0,1.0,1,Credit card,12.35
Creative Mobile,3,7,2017-07-30,Sunday,13,186,170,694.0,1.0,2,Credit card,11.3
Creative Mobile,4,10,2017-10-29,Sunday,2,164,223,1913.0000000000002,7.6,2,Credit card,36.1
VeriFone,2,4,2017-04-06,Thursday,19,164,164,299.0,0.6,1,Cash,6.8
Creative Mobile,2,4,2017-04-16,Sunday,11,158,79,856.0,2.0,2,Cash,11.8
VeriFone,2,4,2017-04-08,Saturday,0,255,181,1569.0,5.96,1,Cash,23.8
VeriFone,3,8,2017-08-30,Wednesday,0,246,230,357.0,1.29,1,Credit card,10.14
VeriFone,1,3,2017-03-22,Wednesday,8,237,74,593.0,2.46,1,Credit card,13.5
Creative Mobile,1,1,2017-01-26,Thursday,18,144,234,1074.0,1.6,1,Cash,13.8
VeriFone,1,2,2017-02-25,Saturday,14,163,161,244.00000000000003,0.67,5,Cash,5.8
VeriFone,2,6,2017-06-09,Friday,0,142,231,1119.0,5.0,1,Cash,18.3
VeriFone,1,3,2017-03-07,Tuesday,18,107,100,1001.0000000000001,1.38,1,Cash,13.3
Creative Mobile,3,8,2017-08-25,Friday,11,144,234,812.0,1.9,1,Credit card,13.55
Creative Mobile,2,4,2017-04-16,Sunday,0,211,209,786.0,1.7,1,Credit card,15.3
Creative Mobile,2,6,2017-06-13,Tuesday,17,237,142,532.0,1.5,1,Credit card,11.0
Creative Mobile,3,8,2017-08-21,Monday,6,236,163,404.0,1.7,1,Credit card,11.0
VeriFone,4,11,2017-11-02,Thursday,22,239,236,222.0,1.14,2,Credit card,8.16
Creative Mobile,1,1,2017-01-17,Tuesday,21,87,261,153.0,0.3,1,Credit card,5.8
VeriFone,2,6,2017-06-08,Thursday,22,114,161,903.0,2.86,1,Cash,13.3
VeriFone,1,3,2017-03-19,Sunday,14,143,140,777.0,2.65,1,Cash,12.3
VeriFone,3,7,2017-07-21,Friday,8,140,233,1279.0,1.8,1,Cash,14.8
Creative Mobile,3,9,2017-09-18,Monday,16,163,234,783.0,2.6,1,Cash,12.8
Creative Mobile,3,9,2017-09-24,Sunday,8,141,234,652.0,2.8,1,Credit card,14.75
VeriFone,4,11,2017-11-24,Friday,21,164,230,576.0,0.84,4,Credit card,10.56
VeriFone,1,1,2017-01-31,Tuesday,16,24,152,554.0,1.16,1,Cash,9.8
Creative Mobile,3,7,2017-07-24,Monday,8,264,211,905.0,1.8,1,Credit card,13.8
Creative Mobile,2,4,2017-04-27,Thursday,21,79,234,635.0,1.3,1,Credit card,10.8
Creative Mobile,1,1,2017-01-07,Saturday,19,164,164,622.0,2.2,1,Cash,10.3
Creative Mobile,1,3,2017-03-10,Friday,17,186,4,1220.0,2.5,1,Credit card,16.8
VeriFone,4,11,2017-11-17,Friday,8,239,166,737.0,1.99,1,Cash,11.3
VeriFone,4,11,2017-11-01,Wednesday,17,113,158,872.0,1.2,1,Cash,12.3
Creative Mobile,1,3,2017-03-24,Friday,23,231,17,1504.0,4.2,1,Credit card,23.75
VeriFone,3,7,2017-07-18,Tuesday,19,90,114,703.0,1.45,1,Credit card,12.96
VeriFone,2,4,2017-04-17,Monday,14,161,166,1488.0,4.6,1,Credit card,24.75
Creative Mobile,1,2,2017-02-22,Wednesday,6,100,170,455.0,1.3,1,Credit card,9.3
Creative Mobile,4,12,2017-12-06,Wednesday,12,170,233,248.00000000000003,0.6,1,Credit card,6.0
VeriFone,2,6,2017-06-28,Wednesday,8,231,68,1010.0000000000001,2.58,5,Credit card,15.96
VeriFone,2,6,2017-06-26,Monday,3,90,116,1101.0,7.48,6,Credit card,29.75
Creative Mobile,1,2,2017-02-02,Thursday,21,113,68,504.00000000000006,1.4,1,Credit card,9.55
VeriFone,1,1,2017-01-06,Friday,9,88,87,206.0,0.32,1,Cash,4.8
VeriFone,3,8,2017-08-14,Monday,14,163,100,467.00000000000006,1.1,1,Credit card,7.3
VeriFone,3,7,2017-07-12,Wednesday,18,170,79,616.0,1.2,1,Credit card,11.3
VeriFone,2,5,2017-05-12,Friday,7,13,231,264.0,1.35,1,Credit card,7.8
Creative Mobile,3,9,2017-09-28,Thursday,9,164,249,811.0,1.8,1,Credit card,13.05
Creative Mobile,4,11,2017-11-10,Friday,14,68,163,1244.0,2.1,1,Credit card,17.75
VeriFone,4,10,2017-10-28,Saturday,15,100,43,520.0,0.9,2,Credit card,10.38
Creative Mobile,1,2,2017-02-21,Tuesday,17,186,211,954.0000000000001,1.9,1,Credit card,15.95
Creative Mobile,1,3,2017-03-19,Sunday,14,238,163,845.0,2.7,1,Cash,12.8
VeriFone,4,11,2017-11-16,Thursday,8,249,234,315.0,0.89,2,Credit card,7.56
VeriFone,2,6,2017-06-25,Sunday,4,181,76,1673.0,7.55,5,Credit card,33.5
VeriFone,4,12,2017-12-30,Saturday,11,41,41,278.0,0.76,1,Credit card,6.96
VeriFone,1,1,2017-01-12,Thursday,18,237,43,221.0,0.4,2,Cash,6.3
VeriFone,1,1,2017-01-28,Saturday,21,186,114,1061.0,1.92,1,Cash,12.8
VeriFone,3,7,2017-07-09,Sunday,18,186,13,945.0000000000001,3.75,2,Credit card,17.3
Creative Mobile,4,12,2017-12-16,Saturday,11,230,161,848.0,0.5,3,Credit card,11.3
VeriFone,2,5,2017-05-28,Sunday,23,224,234,416.0,1.11,1,Cash,7.8
VeriFone,2,4,2017-04-28,Friday,13,42,152,539.0,1.22,2,Cash,8.3
Creative Mobile,4,12,2017-12-29,Friday,10,161,162,964.0000000000001,1.1,1,Cash,11.3
VeriFone,1,1,2017-01-27,Friday,12,234,161,710.0,1.74,1,Credit card,12.36
VeriFone,2,6,2017-06-24,Saturday,6,107,107,136.0,0.56,3,Cash,4.8
VeriFone,1,1,2017-01-16,Monday,15,132,49,2317.0,11.92,1,Cash,38.8
VeriFone,4,12,2017-12-23,Saturday,20,100,48,621.0,0.74,5,Cash,8.8
VeriFone,1,1,2017-01-31,Tuesday,15,234,68,667.0,0.82,1,Credit card,10.56
VeriFone,4,11,2017-11-27,Monday,23,163,162,274.0,0.87,2,Cash,6.3
Creative Mobile,4,10,2017-10-20,Friday,11,229,229,63.00000000000001,0.1,1,Cash,3.8
VeriFone,2,5,2017-05-08,Monday,20,132,10,366.0,2.92,3,Cash,11.3
Creative Mobile,1,1,2017-01-06,Friday,19,107,234,491.00000000000006,0.6,1,Credit card,9.55
VeriFone,2,5,2017-05-26,Friday,12,43,231,2354.0,5.57,2,Cash,27.3
Creative Mobile,3,7,2017-07-01,Saturday,9,260,226,344.0,1.0,1,Cash,6.8
Creative Mobile,3,8,2017-08-20,Sunday,0,80,80,214.0,0.7,1,Cash,6.3
Creative Mobile,3,9,2017-09-15,Friday,7,186,88,1410.0,3.9,2,Cash,17.8
VeriFone,1,3,2017-03-18,Saturday,16,232,234,1893.0000000000002,2.43,1,Credit card,21.55
VeriFone,4,11,2017-11-11,Saturday,21,161,164,877.0,1.52,5,Credit card,15.34
VeriFone,4,12,2017-12-31,Sunday,19,234,170,254.00000000000003,0.65,1,Credit card,6.96
VeriFone,3,9,2017-09-28,Thursday,14,138,41,1672.0,8.09,1,Credit card,38.59
Creative Mobile,4,11,2017-11-12,Sunday,14,249,234,297.0,0.9,1,Credit card,6.93
VeriFone,1,2,2017-02-12,Sunday,19,142,162,947.0000000000001,2.48,3,Cash,12.8
VeriFone,1,3,2017-03-22,Wednesday,22,170,261,871.0,2.89,1,Credit card,15.96
Creative Mobile,4,12,2017-12-20,Wednesday,15,140,162,865.0,1.4,1,Credit card,12.95
Creative Mobile,3,8,2017-08-27,Sunday,17,236,238,357.0,1.2,2,Cash,7.3
Creative Mobile,3,9,2017-09-08,Friday,22,211,112,1568.0,5.4,2,Credit card,26.8
Creative Mobile,4,11,2017-11-04,Saturday,23,107,79,630.0,1.0,1,Credit card,11.15
VeriFone,1,3,2017-03-25,Saturday,6,42,42,347.0,1.14,1,Credit card,8.0
VeriFone,4,11,2017-11-10,Friday,16,262,140,279.0,0.6,5,Cash,5.8
Creative Mobile,1,1,2017-01-23,Monday,20,166,238,120.00000000000001,0.6,1,Credit card,6.8
Creative Mobile,1,3,2017-03-05,Sunday,10,144,12,634.0,2.5,2,Credit card,14.15
Creative Mobile,1,1,2017-01-27,Friday,14,107,186,1061.0,1.5,1,Credit card,14.76
VeriFone,3,8,2017-08-24,Thursday,18,137,238,1440.0,5.4,1,Credit card,24.8
VeriFone,2,4,2017-04-08,Saturday,18,43,246,1749.0,4.61,4,Credit card,23.98
VeriFone,4,10,2017-10-08,Sunday,15,43,41,319.0,0.87,1,Cash,6.3
Creative Mobile,2,4,2017-04-01,Saturday,10,48,80,2160.0,7.4,1,Cash,29.3
VeriFone,4,11,2017-11-24,Friday,18,161,246,625.0,1.53,1,Cash,10.3
Creative Mobile,2,4,2017-04-12,Wednesday,17,234,231,764.0,2.5,4,Cash,13.3
Creative Mobile,2,5,2017-05-13,Saturday,14,161,162,310.0,0.5,1,Dispute,5.8
VeriFone,4,10,2017-10-12,Thursday,17,237,229,895.0,1.27,1,Credit card,14.16
Creative Mobile,1,2,2017-02-04,Saturday,0,230,107,531.0,1.4,1,Credit card,11.15
VeriFone,4,10,2017-10-20,Friday,9,170,162,519.0,0.85,1,Credit card,9.36
VeriFone,1,3,2017-03-19,Sunday,16,68,87,831.0,2.72,1,Credit card,15.36
VeriFone,4,12,2017-12-17,Sunday,19,236,262,512.0,1.35,1,Cash,8.3
VeriFone,2,5,2017-05-21,Sunday,19,162,236,509.00000000000006,1.7,1,Credit card,10.3
VeriFone,2,4,2017-04-15,Saturday,8,151,43,297.0,0.95,1,Cash,6.8
VeriFone,2,4,2017-04-20,Thursday,22,48,244,1386.0,7.12,2,Cash,23.8
VeriFone,3,9,2017-09-27,Wednesday,20,12,100,1342.0,4.0,1,Cash,17.8
Creative Mobile,4,10,2017-10-13,Friday,17,141,158,2743.0,4.6,1,Cash,31.3
VeriFone,1,1,2017-01-21,Saturday,19,163,107,706.0,2.38,4,Credit card,13.56
VeriFone,1,2,2017-02-26,Sunday,3,90,231,428.0,2.19,1,Credit card,11.76
Creative Mobile,4,12,2017-12-15,Friday,20,166,74,608.0,1.8,1,Credit card,12.3
Creative Mobile,4,10,2017-10-17,Tuesday,22,237,48,711.0,0.9,1,Credit card,11.3
Creative Mobile,3,9,2017-09-12,Tuesday,17,164,90,594.0,1.2,1,Credit card,10.55
Creative Mobile,1,3,2017-03-05,Sunday,11,74,263,238.00000000000003,1.3,1,No charge,6.8
Creative Mobile,3,9,2017-09-13,Wednesday,16,163,170,731.0,1.1,1,Credit card,12.95
VeriFone,2,6,2017-06-14,Wednesday,7,162,141,1179.0,2.25,1,Cash,14.3
Creative Mobile,2,4,2017-04-09,Sunday,17,262,140,360.0,1.0,1,Credit card,7.8
VeriFone,4,11,2017-11-09,Thursday,0,234,263,806.0,4.06,4,Credit card,14.8
VeriFone,2,4,2017-04-08,Saturday,3,79,137,271.0,1.27,1,Credit card,8.76
VeriFone,3,9,2017-09-21,Thursday,7,79,162,925.0000000000001,2.35,1,Credit card,12.8
VeriFone,3,7,2017-07-10,Monday,10,132,230,2959.0,17.32,3,Cash,58.56
VeriFone,2,4,2017-04-02,Sunday,1,234,114,637.0,1.31,1,Credit card,11.8
Creative Mobile,2,5,2017-05-24,Wednesday,10,239,143,151.0,0.4,1,Credit card,9.8
VeriFone,1,1,2017-01-12,Thursday,12,138,161,2487.0,11.64,1,Credit card,55.42
VeriFone,1,2,2017-02-20,Monday,20,229,229,718.0,3.13,1,Credit card,22.01
